tr|A0A7J6GVY7|A0A7J6GVY7_CANSA	Q921H8	56.8	421	1691	424	6.97e-142	437	24.9	96.0
tr|A0A7J6GVY7|A0A7J6GVY7_CANSA	Q8VCH0	57.0	421	1691	424	3.55e-141	435	24.9	96.0
tr|A0A7J6GVY7|A0A7J6GVY7_CANSA	P21775	56.8	421	1691	434	4.99e-141	435	24.9	93.8
tr|A0A7J6GVY7|A0A7J6GVY7_CANSA	P07871	56.8	421	1691	424	1.31e-140	434	24.9	96.0
tr|A0A7J6GVY7|A0A7J6GVY7_CANSA	P09110	56.1	419	1691	424	1.76e-139	431	24.7	94.3
tr|A0A7J6GVY7|A0A7J6GVY7_CANSA	Q2YVF5	40.9	406	1691	393	5.85e-87	282	23.4	98.7
tr|A0A7J6GVY7|A0A7J6GVY7_CANSA	Q5HIU0	40.9	406	1691	393	1.08e-86	281	23.4	98.7
tr|A0A7J6GVY7|A0A7J6GVY7_CANSA	Q6GJW4	40.9	406	1691	393	1.08e-86	281	23.4	98.7
tr|A0A7J6GVY7|A0A7J6GVY7_CANSA	Q2FJQ9	40.6	406	1691	393	3.71e-86	280	23.4	98.7
tr|A0A7J6GVY7|A0A7J6GVY7_CANSA	Q2G124	40.6	406	1691	393	3.71e-86	280	23.4	98.7
tr|A0A7J6GVY7|A0A7J6GVY7_CANSA	Q6GCB8	40.6	406	1691	393	5.05e-86	279	23.4	98.7
tr|A0A7J6GVY7|A0A7J6GVY7_CANSA	Q7A7L2	40.6	406	1691	393	5.05e-86	279	23.4	98.7
tr|A0A7J6GVY7|A0A7J6GVY7_CANSA	Q8NY95	40.6	406	1691	393	5.05e-86	279	23.4	98.7
tr|A0A7J6GVY7|A0A7J6GVY7_CANSA	Q99WM3	40.6	406	1691	393	5.05e-86	279	23.4	98.7
tr|A0A7J6GVY7|A0A7J6GVY7_CANSA	Q9ZHI1	42.5	412	1691	392	1.07e-84	275	23.5	99.5
tr|A0A7J6GVY7|A0A7J6GVY7_CANSA	Q5HS07	41.8	407	1691	394	3.87e-84	274	23.4	98.5
tr|A0A7J6GVY7|A0A7J6GVY7_CANSA	Q8CQN7	41.8	407	1691	394	3.87e-84	274	23.4	98.5
tr|A0A7J6GVY7|A0A7J6GVY7_CANSA	Q9I2A8	42.1	409	1691	393	9.46e-84	273	23.5	99.2
tr|A0A7J6GVY7|A0A7J6GVY7_CANSA	P14611	40.8	412	1691	393	3.26e-81	265	23.5	99.2
tr|A0A7J6GVY7|A0A7J6GVY7_CANSA	P45359	40.3	409	1691	392	4.31e-81	265	23.5	99.2
tr|A0A7J6GVY7|A0A7J6GVY7_CANSA	P44873	39.4	409	1691	393	2.81e-80	263	23.5	99.5
tr|A0A7J6GVY7|A0A7J6GVY7_CANSA	Q46939	40.4	411	1691	393	5.20e-78	256	23.5	99.0
tr|A0A7J6GVY7|A0A7J6GVY7_CANSA	P45363	38.5	410	1691	394	1.83e-77	254	23.7	99.7
tr|A0A7J6GVY7|A0A7J6GVY7_CANSA	P07097	40.2	405	1691	392	2.35e-77	254	23.3	98.2
tr|A0A7J6GVY7|A0A7J6GVY7_CANSA	P76461	40.1	406	1691	394	2.49e-77	254	23.4	98.5
tr|A0A7J6GVY7|A0A7J6GVY7_CANSA	P54810	39.7	406	1691	391	1.44e-76	252	23.4	98.7
tr|A0A7J6GVY7|A0A7J6GVY7_CANSA	Q18AR0	38.1	407	1691	391	1.68e-75	249	23.5	99.5
tr|A0A7J6GVY7|A0A7J6GVY7_CANSA	Q0KBP1	38.4	409	1691	394	4.60e-75	248	23.5	99.0
tr|A0A7J6GVY7|A0A7J6GVY7_CANSA	P45369	36.8	410	1691	394	2.90e-74	245	23.7	99.7
tr|A0A7J6GVY7|A0A7J6GVY7_CANSA	P50174	39.6	407	1691	393	2.41e-73	243	23.4	98.5
tr|A0A7J6GVY7|A0A7J6GVY7_CANSA	Q9BWD1	38.4	414	1691	397	5.81e-72	239	23.7	99.2
tr|A0A7J6GVY7|A0A7J6GVY7_CANSA	P42765	37.4	406	1691	397	9.18e-71	235	23.4	97.7
tr|A0A7J6GVY7|A0A7J6GVY7_CANSA	Q8CAY6	38.9	414	1691	397	9.18e-71	235	23.8	99.5
tr|A0A7J6GVY7|A0A7J6GVY7_CANSA	Q0AVM3	38.0	413	1691	396	3.04e-70	234	23.4	98.7
