Entry	Rhea ID	Organism	Protein names
P35576	RHEA:16689	Mus musculus (Mouse)	Glucose-6-phosphatase catalytic subunit 1 (EC 3.1.3.9) (Glucose-6-phosphatase) (G-6-Pase) (G6Pase)
P43428	RHEA:16689	Rattus norvegicus (Rat)	Glucose-6-phosphatase catalytic subunit 1 (EC 3.1.3.9) (Glucose-6-phosphatase) (G-6-Pase) (G6Pase)
P49419	RHEA:12308 RHEA:69759 RHEA:15305 RHEA:16185 RHEA:67276 RHEA:44100 RHEA:69767 RHEA:67248 RHEA:67252	Homo sapiens (Human)	Alpha-aminoadipic semialdehyde dehydrogenase (Alpha-AASA dehydrogenase) (EC 1.2.1.31) (Aldehyde dehydrogenase family 7 member A1) (EC 1.2.1.3) (Antiquitin-1) (Betaine aldehyde dehydrogenase) (EC 1.2.1.8) (Delta1-piperideine-6-carboxylate dehydrogenase) (P6c dehydrogenase)
P52708	RHEA:15977	Sorghum bicolor (Sorghum) (Sorghum vulgare)	P-(S)-hydroxymandelonitrile lyase (HNL) (Hydroxynitrile lyase) (EC 4.1.2.11) [Cleaved into: P-(S)-hydroxymandelonitrile lyase chain A; P-(S)-hydroxymandelonitrile lyase chain B]
P52895	RHEA:34783 RHEA:84155 RHEA:84159 RHEA:84163 RHEA:84187 RHEA:69016 RHEA:84175 RHEA:42168 RHEA:84183 RHEA:84143 RHEA:42116 RHEA:20377 RHEA:53136 RHEA:85523 RHEA:14981 RHEA:85551 RHEA:85559 RHEA:85563 RHEA:24616 RHEA:42112 RHEA:45316 RHEA:16321 RHEA:16729 RHEA:16317 RHEA:42004 RHEA:24612 RHEA:42124 RHEA:42108	Homo sapiens (Human)	Aldo-keto reductase family 1 member C2 (EC 1.1.1.112) (EC 1.1.1.209) (EC 1.1.1.51) (EC 1.1.1.62) (EC 1.3.1.20) (Chlordecone reductase homolog HAKRD) (Dihydrodiol dehydrogenase 2) (DD-2) (DD2) (Dihydrodiol dehydrogenase/bile acid-binding protein) (DD/BABP) (Type III 3-alpha-hydroxysteroid dehydrogenase) (3-alpha-HSD3) (EC 1.1.1.357)
P70245	RHEA:15281 RHEA:33999 RHEA:11964 RHEA:15113	Mus musculus (Mouse)	3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase (EC 5.3.3.5) (Cholestenol Delta-isomerase) (Cholesterol-5,6-epoxide hydrolase subunit EBP) (EC 3.3.2.11) (Delta(8)-Delta(7) sterol isomerase) (D8-D7 sterol isomerase) (Emopamil-binding protein)
P71016	RHEA:15305	Bacillus subtilis (strain 168)	Betaine aldehyde dehydrogenase (BADH) (EC 1.2.1.8) (Glycine betaine aldehyde dehydrogenase)
P97697	RHEA:24056 RHEA:27670 RHEA:44152 RHEA:30739 RHEA:30735 RHEA:44156 RHEA:44160 RHEA:82131 RHEA:29315 RHEA:19933 RHEA:16689 RHEA:35603 RHEA:13105 RHEA:37343	Rattus norvegicus (Rat)	Inositol monophosphatase 1 (IMP 1) (IMPase 1) (EC 3.1.3.25) (D-galactose 1-phosphate phosphatase) (EC 3.1.3.94) (Inositol-1(or 4)-monophosphatase 1) (Lithium-sensitive myo-inositol monophosphatase A1)
Q04828	RHEA:34783 RHEA:34787 RHEA:69284 RHEA:42112 RHEA:15857 RHEA:65496 RHEA:84155 RHEA:84159 RHEA:84163 RHEA:84187 RHEA:69016 RHEA:84175 RHEA:42168 RHEA:84183 RHEA:22944 RHEA:84143 RHEA:42116 RHEA:16297 RHEA:42120 RHEA:14981 RHEA:42156 RHEA:24616 RHEA:20377 RHEA:53120 RHEA:85523 RHEA:16729 RHEA:16321 RHEA:42124 RHEA:42004 RHEA:24612 RHEA:15853 RHEA:42108 RHEA:16317	Homo sapiens (Human)	Aldo-keto reductase family 1 member C1 (EC 1.1.1.-) (EC 1.1.1.112) (EC 1.1.1.209) (EC 1.1.1.210) (EC 1.1.1.357) (EC 1.1.1.51) (EC 1.1.1.53) (EC 1.1.1.62) (EC 1.3.1.20) (20alpha-hydroxysteroid dehydrogenase) (20-alpha-HSD) (EC 1.1.1.149) (3beta-hydroxysteroid 3-dehydrogenase) (EC 1.1.1.270) (Chlordecone reductase homolog HAKRC) (Dihydrodiol dehydrogenase 1) (DD1) (High-affinity hepatic bile acid-binding protein) (HBAB)
Q0VCA5	RHEA:46148 RHEA:67648 RHEA:80083 RHEA:15193 RHEA:80079	Bos taurus (Bovine)	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 (dNTPase) (EC 3.1.5.-)
Q148L6	RHEA:16729 RHEA:22000 RHEA:14405 RHEA:18625 RHEA:11676 RHEA:75267	Bos taurus (Bovine)	Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase (EC 1.3.1.20) (D-arabinose 1-dehydrogenase) (EC 1.1.1.-) (D-galactose 1-dehydrogenase) (EC 1.1.1.120) (D-glucose 1-dehydrogenase) (EC 1.1.1.119) (D-ribose 1-dehydrogenase) (EC 1.1.1.115) (D-xylose 1-dehydrogenase) (D-xylose-NADP dehydrogenase) (EC 1.1.1.179) (Dimeric dihydrodiol dehydrogenase)
Q15125	RHEA:15281 RHEA:33999 RHEA:11964 RHEA:15113	Homo sapiens (Human)	3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase (EC 5.3.3.5) (Cholestenol Delta-isomerase) (Cholesterol-5,6-epoxide hydrolase subunit EBP) (EC 3.3.2.11) (Delta(8)-Delta(7) sterol isomerase) (D8-D7 sterol isomerase) (Emopamil-binding protein)
Q21929	RHEA:17025	Caenorhabditis elegans	L-xylulose reductase (XR) (EC 1.1.1.10) (Dicarbonyl/L-xylulose reductase) (DCXR) (Short-chain dehydrogenase 21)
Q2KJC9	RHEA:69759 RHEA:12308 RHEA:15305 RHEA:16185 RHEA:67276 RHEA:44100 RHEA:69767 RHEA:67248 RHEA:67252	Bos taurus (Bovine)	Alpha-aminoadipic semialdehyde dehydrogenase (Alpha-AASA dehydrogenase) (EC 1.2.1.31) (Aldehyde dehydrogenase family 7 member A1) (EC 1.2.1.3) (Antiquitin-1) (Betaine aldehyde dehydrogenase) (EC 1.2.1.8) (Delta1-piperideine-6-carboxylate dehydrogenase) (P6c dehydrogenase)
Q4QTJ1	RHEA:16173	Papaver somniferum (Opium poppy)	S-norcoclaurine synthase 2 (PsNCS2) (EC 3.5.99.14)
Q4QTJ2	RHEA:16173	Papaver somniferum (Opium poppy)	S-norcoclaurine synthase 1 (PsNCS1) (EC 3.5.99.14)
Q502K2	RHEA:46148 RHEA:67648 RHEA:80083 RHEA:15193 RHEA:80079	Danio rerio (Zebrafish) (Brachydanio rerio)	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 (dNTPase) (EC 3.1.5.-)
Q56R04	RHEA:19105 RHEA:30695 RHEA:17985 RHEA:14381 RHEA:15305	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	Aminoaldehyde dehydrogenase 1 (SlAMADH1) (EC 1.2.1.-) (4-trimethylammoniobutyraldehyde dehydrogenase AMADH1) (EC 1.2.1.47) (Aminobutyraldehyde dehydrogenase AMADH1) (EC 1.2.1.19) (Betaine aldehyde dehydrogenase AMADH1) (EC 1.2.1.8) (Gamma-guanidinobutyraldehyde dehydrogenase AMADH1) (EC 1.2.1.54)
Q5R4X0	RHEA:24056 RHEA:27670 RHEA:44152 RHEA:30739 RHEA:30735 RHEA:44156 RHEA:44160 RHEA:82131 RHEA:29315 RHEA:19933 RHEA:16689 RHEA:35603 RHEA:13105 RHEA:37343	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	Inositol monophosphatase 1 (IMP 1) (IMPase 1) (EC 3.1.3.25) (D-galactose 1-phosphate phosphatase) (EC 3.1.3.94) (Inositol-1(or 4)-monophosphatase 1) (Lithium-sensitive myo-inositol monophosphatase A1)
Q5R5J5	RHEA:16729 RHEA:22000 RHEA:14405 RHEA:18625 RHEA:11676 RHEA:75267	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase (EC 1.3.1.20) (D-arabinose 1-dehydrogenase) (EC 1.1.1.-) (D-galactose 1-dehydrogenase) (EC 1.1.1.120) (D-glucose 1-dehydrogenase) (EC 1.1.1.119) (D-ribose 1-dehydrogenase) (EC 1.1.1.115) (D-xylose 1-dehydrogenase) (D-xylose-NADP dehydrogenase) (EC 1.1.1.179) (Dimeric dihydrodiol dehydrogenase)
Q5REQ0	RHEA:34783 RHEA:34787 RHEA:69284 RHEA:42112 RHEA:15857 RHEA:65496 RHEA:84155 RHEA:84159 RHEA:84163 RHEA:84187 RHEA:69016 RHEA:84175 RHEA:42168 RHEA:84183 RHEA:22944 RHEA:84143 RHEA:42116 RHEA:16297 RHEA:42120 RHEA:14981 RHEA:42156 RHEA:24616 RHEA:20377 RHEA:53120 RHEA:85523 RHEA:16729 RHEA:16321 RHEA:42124 RHEA:42004 RHEA:24612 RHEA:15853 RHEA:42108 RHEA:16317	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	Aldo-keto reductase family 1 member C1 (EC 1.1.1.-) (EC 1.1.1.112) (EC 1.1.1.209) (EC 1.1.1.210) (EC 1.1.1.357) (EC 1.1.1.51) (EC 1.1.1.53) (EC 1.1.1.62) (EC 1.3.1.20) (20-alpha-hydroxysteroid dehydrogenase) (20-alpha-HSD) (EC 1.1.1.149) (3beta-hydroxysteroid 3-dehydrogenase) (EC 1.1.1.270)
Q5ZJL9	RHEA:46148 RHEA:67648 RHEA:80083 RHEA:15193 RHEA:80079	Gallus gallus (Chicken)	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 (dNTPase) (EC 3.1.5.-)
Q60490	RHEA:15281 RHEA:33999 RHEA:11964 RHEA:15113	Cavia porcellus (Guinea pig)	3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase (EC 5.3.3.5) (Cholestenol Delta-isomerase) (Cholesterol-5,6-epoxide hydrolase subunit EBP) (EC 3.3.2.11) (Delta(8)-Delta(7) sterol isomerase) (D8-D7 sterol isomerase) (Emopamil-binding protein)
Q60710	RHEA:46148 RHEA:67648 RHEA:80083 RHEA:15193 RHEA:80079	Mus musculus (Mouse)	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 (dNTPase) (EC 3.1.5.-) (Interferon-gamma-inducible protein Mg11) (SAM domain and HD domain-containing protein 1) (mSAMHD1)
Q64057	RHEA:69759 RHEA:12308 RHEA:15305 RHEA:16185 RHEA:67276 RHEA:44100 RHEA:69767 RHEA:67248 RHEA:67252	Rattus norvegicus (Rat)	Alpha-aminoadipic semialdehyde dehydrogenase (Alpha-AASA dehydrogenase) (EC 1.2.1.31) (Aldehyde dehydrogenase family 7 member A1) (EC 1.2.1.3) (Antiquitin-1) (Betaine aldehyde dehydrogenase) (EC 1.2.1.8) (Delta1-piperideine-6-carboxylate dehydrogenase) (P6c dehydrogenase)
Q642M9	RHEA:16729 RHEA:22000 RHEA:14405 RHEA:18625 RHEA:11676 RHEA:75267	Danio rerio (Zebrafish) (Brachydanio rerio)	Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase (EC 1.3.1.20) (D-arabinose 1-dehydrogenase) (EC 1.1.1.-) (D-galactose 1-dehydrogenase) (EC 1.1.1.120) (D-glucose 1-dehydrogenase) (EC 1.1.1.119) (D-ribose 1-dehydrogenase) (EC 1.1.1.115) (D-xylose 1-dehydrogenase) (D-xylose-NADP dehydrogenase) (EC 1.1.1.179) (Dimeric dihydrodiol dehydrogenase)
Q67A25	RHEA:16173	Thalictrum flavum subsp. glaucum (Yellow meadow rue)	S-norcoclaurine synthase (EC 3.5.99.14)
Q6DF30	RHEA:16729 RHEA:22000 RHEA:14405 RHEA:18625 RHEA:11676 RHEA:75267	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase (EC 1.3.1.20) (D-arabinose 1-dehydrogenase) (EC 1.1.1.-) (D-galactose 1-dehydrogenase) (EC 1.1.1.120) (D-glucose 1-dehydrogenase) (EC 1.1.1.119) (D-ribose 1-dehydrogenase) (EC 1.1.1.115) (D-xylose 1-dehydrogenase) (D-xylose-NADP dehydrogenase) (EC 1.1.1.179) (Dimeric dihydrodiol dehydrogenase)
Q6DKE0	RHEA:16729 RHEA:22000 RHEA:14405 RHEA:18625 RHEA:11676 RHEA:75267	Xenopus laevis (African clawed frog)	Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase (EC 1.3.1.20) (D-arabinose 1-dehydrogenase) (EC 1.1.1.-) (D-galactose 1-dehydrogenase) (EC 1.1.1.120) (D-glucose 1-dehydrogenase) (EC 1.1.1.119) (D-ribose 1-dehydrogenase) (EC 1.1.1.115) (D-xylose 1-dehydrogenase) (D-xylose-NADP dehydrogenase) (EC 1.1.1.179) (Dimeric dihydrodiol dehydrogenase)
Q6INN8	RHEA:46148 RHEA:67648 RHEA:80083 RHEA:15193 RHEA:80079	Xenopus laevis (African clawed frog)	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 (dNTPase) (EC 3.1.5.-)
Q6NSQ9	RHEA:16689	Mus musculus (Mouse)	Glucose-6-phosphatase 3 (G-6-Pase 3) (G6Pase 3) (EC 3.1.3.9) (Ubiquitous glucose-6-phosphatase catalytic subunit-related protein) (glucose-6-phosphatase-beta) (Glc-6-Pase-beta)
Q7JK39	RHEA:16729 RHEA:22000 RHEA:14405 RHEA:18625 RHEA:11676 RHEA:75267	Macaca fuscata fuscata (Japanese macaque)	Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase (EC 1.3.1.20) (D-arabinose 1-dehydrogenase) (EC 1.1.1.-) (D-galactose 1-dehydrogenase) (EC 1.1.1.120) (D-glucose 1-dehydrogenase) (EC 1.1.1.119) (D-ribose 1-dehydrogenase) (EC 1.1.1.115) (D-xylose 1-dehydrogenase) (D-xylose-NADP dehydrogenase) (EC 1.1.1.179) (Dimeric dihydrodiol dehydrogenase) (Jmo2DD)
Q7Z4W1	RHEA:17025 RHEA:35607	Homo sapiens (Human)	L-xylulose reductase (XR) (EC 1.1.1.10) (Dicarbonyl/L-xylulose reductase) (DCXR) (Kidney dicarbonyl reductase) (kiDCR) (Short chain dehydrogenase/reductase family 20C member 1) (Sperm surface protein P34H)
Q84LK3	RHEA:15305	Oryza sativa subsp. japonica (Rice)	Betaine aldehyde dehydrogenase 2 (OsBADH2) (EC 1.2.1.8)
Q8JIS3	RHEA:18005 RHEA:17025	Gallus gallus (Chicken)	D-erythrulose reductase (EC 1.1.1.162) (Probable L-xylulose reductase) (XR) (EC 1.1.1.10)
Q91X52	RHEA:17025 RHEA:35607	Mus musculus (Mouse)	L-xylulose reductase (XR) (EC 1.1.1.10) (Dicarbonyl/L-xylulose reductase) (DCXR)
Q91XV4	RHEA:17025 RHEA:35607	Mesocricetus auratus (Golden hamster)	L-xylulose reductase (XR) (EC 1.1.1.10) (Dicarbonyl/L-xylulose reductase) (DCXR) (Sperm antigen P26h)
Q920N9	RHEA:17025 RHEA:35607	Cavia porcellus (Guinea pig)	L-xylulose reductase (XR) (EC 1.1.1.10) (Dicarbonyl/L-xylulose reductase) (DCXR) (Protein P26h)
Q920P0	RHEA:17025 RHEA:35607	Rattus norvegicus (Rat)	L-xylulose reductase (XR) (EC 1.1.1.10) (Dicarbonyl/L-xylulose reductase) (DCXR)
Q95JH6	RHEA:34783 RHEA:34787 RHEA:69284 RHEA:42112 RHEA:15857 RHEA:65496 RHEA:84155 RHEA:84159 RHEA:84163 RHEA:84187 RHEA:69016 RHEA:84175 RHEA:42168 RHEA:84183 RHEA:22944 RHEA:84143 RHEA:42116 RHEA:16297 RHEA:42120 RHEA:14981 RHEA:42156 RHEA:24616 RHEA:20377 RHEA:53120 RHEA:85523 RHEA:16321 RHEA:15853 RHEA:42124 RHEA:42004 RHEA:24612 RHEA:16729 RHEA:42108 RHEA:16317	Macaca fuscata fuscata (Japanese macaque)	Aldo-keto reductase family 1 member C1 (EC 1.1.1.-) (EC 1.1.1.112) (EC 1.1.1.209) (EC 1.1.1.210) (EC 1.1.1.357) (EC 1.1.1.51) (EC 1.1.1.53) (EC 1.1.1.62) (EC 1.3.1.20) (20-alpha-hydroxysteroid dehydrogenase) (20-alpha-HSD) (EC 1.1.1.149) (3beta-hydroxysteroid 3-dehydrogenase) (EC 1.1.1.270) (Dihydrodiol dehydrogenase 1) (DD-1) (DD1)
Q95JH7	RHEA:34783 RHEA:34787 RHEA:69284 RHEA:42112 RHEA:15857 RHEA:65496 RHEA:84155 RHEA:84159 RHEA:84163 RHEA:84187 RHEA:69016 RHEA:84175 RHEA:42168 RHEA:84183 RHEA:22944 RHEA:84143 RHEA:42116 RHEA:16297 RHEA:42120 RHEA:14981 RHEA:42156 RHEA:24616 RHEA:20377 RHEA:53120 RHEA:85523 RHEA:16729 RHEA:16321 RHEA:42124 RHEA:42004 RHEA:24612 RHEA:15853 RHEA:42108 RHEA:16317	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	Aldo-keto reductase family 1 member C1 (EC 1.1.1.-) (EC 1.1.1.112) (EC 1.1.1.209) (EC 1.1.1.210) (EC 1.1.1.357) (EC 1.1.1.51) (EC 1.1.1.53) (EC 1.1.1.62) (EC 1.3.1.20) (20-alpha-hydroxysteroid dehydrogenase) (20-alpha-HSD) (EC 1.1.1.149) (3beta-hydroxysteroid 3-dehydrogenase) (EC 1.1.1.270) (Dihydrodiol dehydrogenase 1) (DD-1) (DD1)
Q9BUM1	RHEA:16689	Homo sapiens (Human)	Glucose-6-phosphatase 3 (G-6-Pase 3) (G6Pase 3) (EC 3.1.3.9) (Glucose-6-phosphatase beta) (G6Pase-beta) (Ubiquitous glucose-6-phosphatase catalytic subunit-related protein)
Q9DBB8	RHEA:16729 RHEA:22000 RHEA:14405 RHEA:18625 RHEA:11676 RHEA:75267	Mus musculus (Mouse)	Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase (EC 1.3.1.20) (D-arabinose 1-dehydrogenase) (EC 1.1.1.-) (D-galactose 1-dehydrogenase) (EC 1.1.1.120) (D-glucose 1-dehydrogenase) (EC 1.1.1.119) (D-ribose 1-dehydrogenase) (EC 1.1.1.115) (D-xylose 1-dehydrogenase) (D-xylose-NADP dehydrogenase) (EC 1.1.1.179) (Dimeric dihydrodiol dehydrogenase)
Q9DBF1	RHEA:69759 RHEA:12308 RHEA:15305 RHEA:16185 RHEA:67276 RHEA:44100 RHEA:69767 RHEA:67248 RHEA:67252	Mus musculus (Mouse)	Alpha-aminoadipic semialdehyde dehydrogenase (Alpha-AASA dehydrogenase) (EC 1.2.1.31) (Aldehyde dehydrogenase family 7 member A1) (EC 1.2.1.3) (Antiquitin-1) (Betaine aldehyde dehydrogenase) (EC 1.2.1.8) (Delta1-piperideine-6-carboxylate dehydrogenase) (P6c dehydrogenase)
Q9HTJ1	RHEA:15305 RHEA:30067	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	NAD/NADP-dependent betaine aldehyde dehydrogenase (BADH) (EC 1.2.1.8)
Q9JJ46	RHEA:15281 RHEA:33999 RHEA:11964 RHEA:15113	Rattus norvegicus (Rat)	3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase (EC 5.3.3.5) (Cholestenol Delta-isomerase) (Cholesterol-5,6-epoxide hydrolase subunit EBP) (EC 3.3.2.11) (Delta(8)-Delta(7) sterol isomerase) (D8-D7 sterol isomerase) (Emopamil-binding protein) (Sterol 8-isomerase)
Q9NQR9	RHEA:16689	Homo sapiens (Human)	Glucose-6-phosphatase 2 (G-6-Pase 2) (G6Pase 2) (EC 3.1.3.9) (Islet-specific glucose-6-phosphatase catalytic subunit-related protein)
Q9S795	RHEA:19105 RHEA:30695 RHEA:17985 RHEA:14381 RHEA:15305	Arabidopsis thaliana (Mouse-ear cress)	Aminoaldehyde dehydrogenase ALDH10A8, chloroplastic (EC 1.2.1.-) (4-trimethylammoniobutyraldehyde dehydrogenase ALDH10A8) (EC 1.2.1.47) (Aldehyde dehydrogenase family 10 member A8) (Aminobutyraldehyde dehydrogenase ALDH10A8) (EC 1.2.1.19) (Betaine aldehyde dehydrogenase ALDH10A8) (EC 1.2.1.8) (Gamma-guanidinobutyraldehyde dehydrogenase ALDH10A8) (EC 1.2.1.54)
Q9STS1	RHEA:19105 RHEA:30695 RHEA:17985 RHEA:14381 RHEA:15305	Arabidopsis thaliana (Mouse-ear cress)	Aminoaldehyde dehydrogenase ALDH10A9, peroxisomal (EC 1.2.1.-) (4-trimethylammoniobutyraldehyde dehydrogenase ALDH10A9) (EC 1.2.1.47) (Aldehyde dehydrogenase family 10 member A9) (Aminobutyraldehyde dehydrogenase ALDH10A9) (EC 1.2.1.19) (Betaine aldehyde dehydrogenase ALDH10A9) (EC 1.2.1.8) (Gamma-guanidinobutyraldehyde dehydrogenase ALDH10A8) (EC 1.2.1.54)
