Entry	Rhea ID	Organism	Protein names
Q29073	RHEA:50584 RHEA:11912 RHEA:11916 RHEA:50592 RHEA:50588 RHEA:50608 RHEA:51208 RHEA:51204 RHEA:51212 RHEA:41592 RHEA:13737 RHEA:50776 RHEA:50780 RHEA:50612 RHEA:50784 RHEA:64736 RHEA:50788 RHEA:50616	Sus scrofa (Pig)	Prostaglandin reductase 1 (PRG-1) (15-oxoprostaglandin 13-reductase) (EC 1.3.1.48) (Dithiolethione-inducible gene 1 protein) (D3T-inducible gene 1 protein) (DIG-1) (Leukotriene B4 12-hydroxydehydrogenase) (NAD(P)H-dependent alkenal/one oxidoreductase) (EC 1.3.1.74)
Q3SZJ4	RHEA:50584 RHEA:11912 RHEA:50592 RHEA:50588 RHEA:50608 RHEA:51208 RHEA:51204 RHEA:51212 RHEA:13737 RHEA:50776 RHEA:50780 RHEA:50612 RHEA:50784 RHEA:64736 RHEA:50788 RHEA:50616	Bos taurus (Bovine)	Prostaglandin reductase 1 (PRG-1) (15-oxoprostaglandin 13-reductase) (EC 1.3.1.48) (Dithiolethione-inducible gene 1 protein) (D3T-inducible gene 1 protein) (DIG-1) (Leukotriene B4 12-hydroxydehydrogenase) (NAD(P)H-dependent alkenal/one oxidoreductase) (EC 1.3.1.74)
Q4K418	RHEA:50380	Pseudomonas fluorescens (strain ATCC BAA-477 / NRRL B-23932 / Pf-5)	Phloroglucinol synthase (EC 2.3.1.253) (Type III polyketide synthase PhlD)
Q8GIX7	RHEA:10736 RHEA:10740 RHEA:25290 RHEA:50704 RHEA:33199 RHEA:41984	Moraxella sp. (strain TAE123)	Alcohol dehydrogenase (ADH) (EC 1.1.1.1)
Q8TAV3	RHEA:51984 RHEA:50328 RHEA:50332 RHEA:50324 RHEA:50320	Homo sapiens (Human)	Cytochrome P450 2W1 (EC 1.14.14.-) (CYPIIW1)
Q91YR9	RHEA:50584 RHEA:11912 RHEA:50592 RHEA:50588 RHEA:50608 RHEA:51208 RHEA:51204 RHEA:51212 RHEA:13737 RHEA:50776 RHEA:50780 RHEA:50612 RHEA:50784 RHEA:64736 RHEA:50788 RHEA:50616	Mus musculus (Mouse)	Prostaglandin reductase 1 (PRG-1) (15-oxoprostaglandin 13-reductase) (EC 1.3.1.48) (Dithiolethione-inducible gene 1 protein) (D3T-inducible gene 1 protein) (DIG-1) (Leukotriene B4 12-hydroxydehydrogenase) (NAD(P)H-dependent alkenal/one oxidoreductase) (EC 1.3.1.74)
Q9EQZ5	RHEA:50584 RHEA:11916 RHEA:50592 RHEA:50588 RHEA:50608 RHEA:51208 RHEA:51204 RHEA:51212 RHEA:13737 RHEA:50776 RHEA:50780 RHEA:50612 RHEA:50784 RHEA:64736 RHEA:50788 RHEA:50616	Cavia porcellus (Guinea pig)	Prostaglandin reductase 1 (PRG-1) (15-oxoprostaglandin 13-reductase) (EC 1.3.1.48) (Dithiolethione-inducible gene 1 protein) (D3T-inducible gene 1 protein) (DIG-1) (Leukotriene B4 12-hydroxydehydrogenase) (NAD(P)H-dependent alkenal/one oxidoreductase) (EC 1.3.1.74)
Q9XDN0	RHEA:50704	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	1-propanol dehydrogenase PduQ (EC 1.1.-.-) (Propanediol utilization protein PduQ)
A0QTU8	RHEA:49992 RHEA:55788 RHEA:55792 RHEA:55796	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis)	Propane 2-monooxygenase, hydroxylase component large subunit (EC 1.14.13.227) (Acetone 1-monooxygenase) (Methylethylketone 1-monooxygenase) (Phenol 4-monooxygenase)
E9RFS9	RHEA:49992 RHEA:55788 RHEA:55792 RHEA:55796	Mycolicibacterium goodii (Mycobacterium goodii)	Propane 2-monooxygenase, hydroxylase component large subunit (EC 1.14.13.227) (Acetone 1-monooxygenase) (Methylethylketone 1-monooxygenase) (Phenol 4-monooxygenase)
G8FRC5	RHEA:50012 RHEA:50368	Aquincola tertiaricarbonis	Tert-butanol monooxygenase / tert-amyl alcohol desaturase oxygenase subunit (EC 1.14.13.229) (EC 1.14.19.48) (Rieske nonheme mononuclear iron oxygenase MdpJ)
I7FA35	RHEA:49992 RHEA:55788 RHEA:55792 RHEA:55796	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis)	Propane 2-monooxygenase, hydroxylase component small subunit (EC 1.14.13.227) (Acetone 1-monooxygenase) (Methylethylketone 1-monooxygenase) (Phenol 4-monooxygenase)
P94405	RHEA:10876 RHEA:51528	Bacillus subtilis (strain 168)	Phenolic acid decarboxylase (PAD) (4-hydroxybenzoate decarboxylase) (4-hydroxybenzoate DC) (EC 4.1.1.61) (Phenolic acid decarboxylase subunit C) (Vanillate decarboxylase) (Vanillate DC) (EC 4.1.1.-)
Q5RBP7	RHEA:10736 RHEA:10740 RHEA:33199 RHEA:50704	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	Alcohol dehydrogenase 1A (EC 1.1.1.1) (Alcohol dehydrogenase subunit alpha)
A0A0F6P9C0	RHEA:50428	Pseudomonas deceptionensis	Methanethiol S-methyltransferase (EC 2.1.1.334)
B1VB76	RHEA:50704	Citrobacter freundii	1-propanol dehydrogenase PduQ (EC 1.1.-.-) (Propanediol utilization protein PduQ)
E9RFT1	RHEA:49992 RHEA:55788 RHEA:55792 RHEA:55796	Mycolicibacterium goodii (Mycobacterium goodii)	Propane 2-monooxygenase, hydroxylase component small subunit (EC 1.14.13.227) (Acetone 1-monooxygenase) (Methylethylketone 1-monooxygenase) (Phenol 4-monooxygenase)
P21395	RHEA:51600 RHEA:51596 RHEA:51592	Pseudomonas putida (Arthrobacter siderocapsulatus)	Xylene/toluene monooxygenase hydroxylase component XylM (EC 1.14.15.26) (Toluene methyl-monooxygenase)
Q0SJK9	RHEA:49992	Rhodococcus jostii (strain RHA1)	Propane 2-monooxygenase, hydroxylase component large subunit (PrMO) (EC 1.14.13.227)
Q51725	RHEA:50380	Pseudomonas fluorescens	Phloroglucinol synthase (EC 2.3.1.253)
Q65YW9	RHEA:50716	Pseudomonas putida (Arthrobacter siderocapsulatus)	FMNH(2)-dependent dimethylsulfone monooxygenase (EC 1.14.14.35)
Q768T3	RHEA:49992 RHEA:55796	Gordonia sp. (strain TY-5)	Propane 2-monooxygenase, hydroxylase component small subunit (Prm) (EC 1.14.13.227) (Phenol 4-monooxygenase)
Q768T5	RHEA:49992 RHEA:55796	Gordonia sp. (strain TY-5)	Propane 2-monooxygenase, hydroxylase component large subunit (Prm) (EC 1.14.13.227) (Phenol 4-monooxygenase)
Q7DBA7	RHEA:10876 RHEA:51528	Escherichia coli O157:H7	Phenolic acid decarboxylase (PAD) (4-hydroxybenzoate decarboxylase) (4-hydroxybenzoate DC) (EC 4.1.1.61) (Phenolic acid decarboxylase subunit C) (Vanillate decarboxylase) (Vanillate DC) (EC 4.1.1.-)
Q9X697	RHEA:51528	Streptomyces sp. (strain D7)	Phenolic acid decarboxylase (PAD) (Phenolic acid decarboxylase subunit C) (Vanillate decarboxylase) (Vanillate DC) (EC 4.1.1.-)
B1WZQ6	RHEA:50428	Crocosphaera subtropica (strain ATCC 51142 / BH68) (Cyanothece sp. (strain ATCC 51142))	Methanethiol S-methyltransferase (EC 2.1.1.334)
O05883	RHEA:50428	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	Methanethiol S-methyltransferase (EC 2.1.1.334)
Q0SJK7	RHEA:49992	Rhodococcus jostii (strain RHA1)	Propane 2-monooxygenase, hydroxylase component small subunit (PrMO) (EC 1.14.13.227)
Q3KC85	RHEA:50716	Pseudomonas fluorescens (strain Pf0-1)	FMNH(2)-dependent dimethylsulfone monooxygenase (EC 1.14.14.35)
Q89I98	RHEA:50428	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	Methanethiol S-methyltransferase 2 (EC 2.1.1.334)
Q89V40	RHEA:50428	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	Methanethiol S-methyltransferase 1 (EC 2.1.1.334)
W6VBF4	RHEA:50428	Pseudomonas sp. (strain GM41(2012))	Methanethiol S-methyltransferase (EC 2.1.1.334)
