tr|A0A7J6HV66|A0A7J6HV66_CANSA	Q8L3C7	41.5	65	3853	701	1.82e-06	48.5	1.7	8.6
tr|A0A7J6DNH5|A0A7J6DNH5_CANSA	A6URC7	27.5	142	473	185	2.14e-11	57.8	27.3	75.1
tr|A0A7J6DNH5|A0A7J6DNH5_CANSA	A4G043	27.5	142	473	185	1.32e-10	55.5	27.3	75.1
tr|A0A7J6DNH5|A0A7J6DNH5_CANSA	A9A8E9	26.8	142	473	185	1.32e-10	55.5	27.3	75.1
tr|A0A7J6DNH5|A0A7J6DNH5_CANSA	D3DYU7	23.2	181	473	188	1.39e-10	55.5	35.5	92.6
tr|A0A7J6DNH5|A0A7J6DNH5_CANSA	F7XQS2	25.4	181	473	190	1.43e-10	55.5	35.5	90.5
tr|A0A7J6DNH5|A0A7J6DNH5_CANSA	A6VID5	26.8	142	473	185	1.79e-10	55.1	27.3	75.1
tr|A0A7J6DNH5|A0A7J6DNH5_CANSA	Q6M0X3	26.8	142	473	185	1.79e-10	55.1	27.3	75.1
tr|A0A7J6DNH5|A0A7J6DNH5_CANSA	F8AJL1	25.7	140	473	183	3.59e-09	51.2	26.8	74.9
tr|A0A7J6DNH5|A0A7J6DNH5_CANSA	O33174	23.4	141	473	193	4.14e-09	51.2	27.1	73.1
tr|A0A7J6DNH5|A0A7J6DNH5_CANSA	D3S0H7	26.4	144	473	187	9.41e-09	50.1	27.3	75.9
tr|A0A7J6DNH5|A0A7J6DNH5_CANSA	A0B870	24.8	141	473	190	9.81e-09	50.1	27.3	72.6
tr|A0A7J6DNH5|A0A7J6DNH5_CANSA	D7DQT8	26.4	140	473	187	3.14e-08	48.5	26.8	73.3
tr|A0A7J6DNH5|A0A7J6DNH5_CANSA	O27375	22.5	142	473	193	2.05e-07	46.2	27.3	72.0
tr|A0A7J6DNH5|A0A7J6DNH5_CANSA	Q8PVT4	29.0	124	473	189	2.87e-06	42.7	23.5	64.0
tr|A0A7J6DNH5|A0A7J6DNH5_CANSA	Q8TSS8	25.0	124	473	189	5.22e-06	42.0	23.5	64.0
tr|A0A7J6DQ93|A0A7J6DQ93_CANSA	Q3AG69	21.2	312	1204	392	5.81e-06	44.7	25.7	71.4
tr|A0A7J6E0B4|A0A7J6E0B4_CANSA	Q79FW0	26.5	257	408	289	4.40e-10	55.1	59.8	83.0
tr|A0A7J6E0B4|A0A7J6E0B4_CANSA	Q56693	29.6	81	408	271	1.29e-08	50.4	19.9	29.9
tr|A0A7J6E0B4|A0A7J6E0B4_CANSA	Q9KQI0	30.4	92	408	267	1.72e-07	47.0	22.5	33.7
tr|A0A7J6E0B4|A0A7J6E0B4_CANSA	P28821	34.0	94	408	293	1.95e-07	47.0	22.5	30.7
tr|A0A7J6E0B4|A0A7J6E0B4_CANSA	P28305	27.3	110	408	269	2.34e-06	43.5	27.0	39.8
tr|A0A7J6E2T0|A0A7J6E2T0_CANSA	D3DYU7	23.2	181	483	188	1.93e-10	55.1	34.8	92.6
tr|A0A7J6E2T0|A0A7J6E2T0_CANSA	F7XQS2	24.9	181	483	190	3.65e-10	54.3	34.8	90.5
tr|A0A7J6E2T0|A0A7J6E2T0_CANSA	F8AJL1	25.0	140	483	183	9.13e-09	50.1	26.3	74.9
tr|A0A7J6E2T0|A0A7J6E2T0_CANSA	D7DQT8	26.4	140	483	187	2.39e-08	48.9	26.3	73.3
tr|A0A7J6E2T0|A0A7J6E2T0_CANSA	A0B870	24.1	141	483	190	2.48e-08	48.9	26.7	72.6
tr|A0A7J6E2T0|A0A7J6E2T0_CANSA	O33174	22.0	141	483	193	3.49e-08	48.5	26.5	73.1
tr|A0A7J6E2T0|A0A7J6E2T0_CANSA	D3S0H7	25.0	144	483	187	7.95e-08	47.4	26.7	75.9
tr|A0A7J6E2T0|A0A7J6E2T0_CANSA	O27375	22.4	143	483	193	9.36e-07	44.3	26.7	72.0
tr|A0A7J6E2T0|A0A7J6E2T0_CANSA	Q8PVT4	28.2	124	483	189	7.21e-06	41.6	23.0	64.0
tr|A0A7J6ECR2|A0A7J6ECR2_CANSA	Q3AG69	21.2	312	1198	392	3.32e-06	45.4	25.8	71.4
tr|A0A7J6ECR2|A0A7J6ECR2_CANSA	Q0I600	21.4	308	1198	389	7.58e-06	44.3	25.5	71.0
tr|A0A7J6FXY7|A0A7J6FXY7_CANSA	A8QL52	41.4	87	575	517	5.42e-11	59.7	14.6	16.4
tr|A0A7J6FXY7|A0A7J6FXY7_CANSA	P81382	42.3	71	575	516	1.53e-09	55.1	12.3	12.8
tr|A0A7J6DJY1|A0A7J6DJY1_CANSA	Q5D1D6	26.8	406	584	590	1.03e-25	106	61.0	65.9
tr|A0A7J6DJY1|A0A7J6DJY1_CANSA	Q01514	25.4	409	584	589	5.70e-25	103	62.3	68.1
tr|A0A7J6DJY1|A0A7J6DJY1_CANSA	Q5RBE1	26.3	433	584	592	5.76e-25	103	65.2	68.6
tr|A0A7J6DJY1|A0A7J6DJY1_CANSA	Q8N8V2	25.7	408	584	638	8.80e-25	103	62.3	62.1
tr|A0A7J6DJY1|A0A7J6DJY1_CANSA	Q91Z40	24.5	413	584	638	1.17e-24	103	63.2	63.2
tr|A0A7J6DJY1|A0A7J6DJY1_CANSA	P32455	25.9	433	584	592	5.65e-24	100	65.2	68.6
tr|A0A7J6DLH3|A0A7J6DLH3_CANSA	A5GX22	25.4	335	748	393	3.56e-12	63.5	42.6	76.3
tr|A0A7J6DLH3|A0A7J6DLH3_CANSA	A8ACE0	23.5	327	748	402	5.85e-10	56.6	42.9	76.6
tr|A0A7J6DLH3|A0A7J6DLH3_CANSA	A6Q6K6	22.7	321	748	387	3.01e-09	54.3	42.6	77.0
tr|A0A7J6DLH3|A0A7J6DLH3_CANSA	Q3AUF2	22.0	332	748	392	3.06e-09	54.3	43.0	76.8
tr|A0A7J6DLH3|A0A7J6DLH3_CANSA	Q72LY0	22.2	293	748	387	9.24e-09	52.8	38.9	70.3
tr|A0A7J6DLH3|A0A7J6DLH3_CANSA	Q8EYF0	22.2	293	748	387	9.24e-09	52.8	38.9	70.3
tr|A0A7J6DLH3|A0A7J6DLH3_CANSA	A5GPT7	25.2	337	748	389	9.29e-09	52.8	42.8	77.4
tr|A0A7J6DLH3|A0A7J6DLH3_CANSA	Q3AG69	23.7	333	748	392	9.37e-09	52.8	42.6	76.5
tr|A0A7J6DLH3|A0A7J6DLH3_CANSA	C4LDC0	21.8	362	748	394	9.42e-09	52.8	47.3	84.8
tr|A0A7J6DLH3|A0A7J6DLH3_CANSA	Q7M8I0	22.0	327	748	387	1.22e-08	52.4	43.2	78.0
tr|A0A7J6DLH3|A0A7J6DLH3_CANSA	A0R2Y2	24.3	181	748	400	2.21e-08	51.6	23.8	41.8
tr|A0A7J6DLH3|A0A7J6DLH3_CANSA	Q46KI4	24.5	339	748	387	3.75e-08	50.8	42.9	77.8
tr|A0A7J6DLH3|A0A7J6DLH3_CANSA	A2C2S8	24.5	339	748	387	6.55e-08	50.1	42.9	77.8
tr|A0A7J6DLH3|A0A7J6DLH3_CANSA	Q7U3B3	21.6	379	748	388	8.69e-08	49.7	50.1	86.6
tr|A0A7J6DLH3|A0A7J6DLH3_CANSA	Q8YXB6	22.1	326	748	391	2.02e-07	48.5	42.9	77.2
tr|A0A7J6DLH3|A0A7J6DLH3_CANSA	A7Z0Z2	23.0	326	748	384	3.48e-07	47.8	42.9	78.4
tr|A0A7J6DLH3|A0A7J6DLH3_CANSA	Q8A9W1	27.2	246	748	388	6.13e-07	47.0	31.7	59.8
tr|A0A7J6DLH3|A0A7J6DLH3_CANSA	Q2N8K3	25.7	179	748	390	6.16e-07	47.0	23.8	42.3
tr|A0A7J6DLH3|A0A7J6DLH3_CANSA	Q30UL7	21.8	330	748	387	8.08e-07	46.6	43.9	79.3
tr|A0A7J6DLH3|A0A7J6DLH3_CANSA	Q6D4B6	22.0	328	748	392	1.08e-06	46.2	42.9	76.3
tr|A0A7J6DLH3|A0A7J6DLH3_CANSA	Q3M8Q4	21.7	350	748	391	2.48e-06	45.1	45.3	83.4
tr|A0A7J6DLH3|A0A7J6DLH3_CANSA	Q5LD90	26.6	252	748	388	4.31e-06	44.3	31.7	59.8
tr|A0A7J6DLH3|A0A7J6DLH3_CANSA	Q7V3S4	21.5	331	748	388	4.31e-06	44.3	42.8	77.1
tr|A0A7J6DLH3|A0A7J6DLH3_CANSA	Q7VBB3	21.7	240	748	393	4.35e-06	44.3	29.5	56.2
tr|A0A7J6DM42|A0A7J6DM42_CANSA	P45078	41.5	176	1470	179	1.88e-42	148	11.8	95.5
tr|A0A7J6DM42|A0A7J6DM42_CANSA	P37472	42.3	175	1470	180	1.47e-40	143	11.9	93.9
tr|A0A7J6DM42|A0A7J6DM42_CANSA	O33799	41.9	172	1470	178	4.78e-40	141	11.6	93.8
tr|A0A7J6DM42|A0A7J6DM42_CANSA	Q839B2	41.1	175	1470	181	5.23e-40	141	11.9	93.4
tr|A0A7J6DM42|A0A7J6DM42_CANSA	P0A9M2	41.3	172	1470	178	1.65e-39	140	11.6	93.8
tr|A0A7J6DM42|A0A7J6DM42_CANSA	P0A9M3	41.3	172	1470	178	1.65e-39	140	11.6	93.8
