tr|A0A7J6F260|A0A7J6F260_CANSA	A0A2Z6IJ65	51.1	323	623	642	4.16e-101	318	47.5	50.2
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	A0A8C5L4Y9	38.7	75	858	444	4.35e-10	60.1	8.5	16.9
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	A0A8B7A5H7	36.1	83	858	398	8.77e-10	58.9	9.4	20.9
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	A0A8C5YNB8	38.7	75	858	436	1.30e-09	58.5	8.5	17.2
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	A0A5E4B1S8	38.7	75	858	444	1.33e-09	58.5	8.5	16.9
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	I3MN09	38.7	75	858	444	1.33e-09	58.5	8.5	16.9
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	A0A7J7RTY1	33.3	75	858	263	1.60e-09	57.0	8.5	28.5
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	A0A673TLX2	38.7	75	858	444	1.75e-09	58.2	8.5	16.9
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	A0A0U3TC30	38.6	83	858	444	2.31e-09	57.8	9.4	18.7
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	A0A8B7SFT2	37.3	75	858	444	2.31e-09	57.8	8.5	16.9
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	G1SJU8	38.6	83	858	444	2.31e-09	57.8	9.4	18.7
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	A0ACF8K989	37.3	75	858	224	2.47e-09	55.8	8.5	33.5
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	A0A2Y9DZ14	36.0	75	858	444	3.06e-09	57.4	8.5	16.9
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	A0A671DRA6	36.0	75	858	444	3.06e-09	57.4	8.5	16.9
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	A0A8D2B8T4	37.3	75	858	444	3.06e-09	57.4	8.5	16.9
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	A0A8D2H2L7	36.0	75	858	444	3.06e-09	57.4	8.5	16.9
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	A0AA41T7J5	37.3	75	858	444	3.06e-09	57.4	8.5	16.9
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	A0A7J7RTH3	33.3	75	858	386	3.42e-09	57.0	8.5	19.4
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	A0A1S2ZY34	36.0	75	858	444	4.04e-09	57.0	8.5	16.9
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	A0A1U7U4P0	37.3	75	858	444	4.04e-09	57.0	8.5	16.9
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	A0A2K6FU00	37.3	75	858	444	4.04e-09	57.0	8.5	16.9
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	A0A7J7RTC3	33.3	75	858	444	4.04e-09	57.0	8.5	16.9
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	A0ABM0S421	36.0	75	858	444	4.04e-09	57.0	8.5	16.9
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	L5LCQ8	37.3	75	858	383	4.49e-09	56.6	8.5	19.6
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	A0A8C5W438	37.3	75	858	427	5.12e-09	56.6	8.5	17.6
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	A0A2Y9JS87	37.3	75	858	444	5.33e-09	56.6	8.5	16.9
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	A0A7J8ER13	36.0	75	858	386	6.01e-09	56.2	8.5	19.4
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	A0ABM0J532	37.3	75	858	386	6.01e-09	56.2	8.5	19.4
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	A0A7F8QKG8	36.0	75	858	252	6.19e-09	55.1	8.5	29.8
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	G3R9J3	37.3	75	858	255	6.38e-09	55.1	8.5	29.4
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	A0A7J7FD96	37.3	75	858	444	7.04e-09	56.2	8.5	16.9
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	A0A7J8EPY8	36.0	75	858	444	7.04e-09	56.2	8.5	16.9
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	A0A8C9AGB6	37.3	75	858	444	7.04e-09	56.2	8.5	16.9
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	A0ABM0I036	37.3	75	858	444	7.04e-09	56.2	8.5	16.9
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	A0A7J8EQA1	36.0	75	858	460	7.28e-09	56.2	8.5	16.3
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	A0A9L0R8Q0	36.0	75	858	402	8.36e-09	55.8	8.5	18.7
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	A0A096N608	37.3	75	858	409	8.53e-09	55.8	8.5	18.3
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	A0A1D5QW98	37.3	75	858	409	8.53e-09	55.8	8.5	18.3
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	A0A2K5U5T7	37.3	75	858	409	8.53e-09	55.8	8.5	18.3
tr|A0A7J6FUZ3|A0A7J6FUZ3_CANSA	A0A2K5ZTN0	37.3	75	858	409	8.53e-09	55.8	8.5	18.3
